client,year,total,client_clue,lobbyingfirmhired,totalamount,lobbyist,revolvingdoorprofiles,formermembersofcongress,lobby_status,experience,target
Barclays,2012,440000,Barclays,Rich Feuer Anderson,120000, Robert E Griner ,1,0,1,14,0
Barclays,2012,440000,Barclays Capital,Hogan Lovells,40000, Robert E Glennon ,0,0,1,14,0
Basel III Coalition of Community Banks,2015,20000,Basel III Coalition of Community Banks,Jones Walker LLP,20000, James J Butera ,0,0,1,0,0
Basel III Coalition of Community Banks,2015,20000,Basel III Coalition of Community Banks,Jones Walker LLP,20000, Ryan D Israel ,0,0,1,0,0
Basel III Coalition of Community Banks,2016,20000,Basel III Coalition of Community Banks,Jones Walker LLP,20000, James J Butera ,0,0,1,1,0
Basel III Coalition of Community Banks,2016,20000,Basel III Coalition of Community Banks,Jones Walker LLP,20000, Ryan D Israel ,0,0,1,1,0
Basel III Coalition of Community Banks,2017,10000,Basel III Coalition of Community Banks,Jones Walker LLP,10000, James J Butera ,0,0,1,2,0
Basel III Coalition of Community Banks,2017,10000,Basel III Coalition of Community Banks,Jones Walker LLP,10000, Ryan D Israel ,0,0,1,2,0
Bernis Ernests,2019,1330000,,,,,,,1,0,0
"Bernis, Ernests",2019,,Bernis Ernests,Mercury,1330000, Robert L Jr Smith ,1,0,1,0,0
"Bernis, Ernests",2019,,Bernis Ernests,Mercury,1330000, Bryan Lanza ,1,0,1,0,0
"Bernis, Ernests",2019,,Bernis Ernests,Mercury,1330000, Graham Haile ,0,0,1,0,0
Boston Finance Group,2014,90000,Boston Finance Group,Albertine Enterprises,90000, John M Albertine ,1,0,1,0,0
Boston Finance Group,2014,90000,Boston Finance Group,Albertine Enterprises,90000, James J Albertine ,1,0,1,0,0
CBW Bank,2018,20000,CBW Bank,Keelen Group,20000, Stephen Borg ,1,0,1,0,1
CBW Bank,2018,20000,CBW Bank,Keelen Group,20000, Matt Keelen ,0,0,1,0,1
CBW Bank,2019,80000,CBW Bank,Keelen Group,80000, Matt Keelen ,0,0,1,1,0
California Assn of Industrial Banks,2008,42000,California Assn of Industrial Banks,Foley Maldonado & O'Toole,42000, Lee III Foley ,1,0,1,9,0
Capital Bank of Jordan,2016,80000,Capital Bank of Jordan,McLarty Inbound,80000, Ali Tulbah ,0,0,1,0,0
Capital Bank of Jordan,2016,80000,Capital Bank of Jordan,McLarty Inbound,80000, Richard Burt ,1,0,1,0,0
Cedel International,2008,30000,Cedel International,Qorvis Communications,30000, Matthew Jay Lauer ,1,0,1,0,0
Cedrus Bank,2017,30000,Cedrus Bank,Blank Rome Government Relations,30000, Spencer Abraham ,1,1,1,0,0
Cedrus Bank,2017,30000,Cedrus Bank,Blank Rome Government Relations,30000, David S Thompson ,1,0,1,0,0
Cedrus Bank,2017,30000,Cedrus Bank,Blank Rome Government Relations,30000, Jennifer Guy Ellison ,1,0,1,0,0
Cedrus Bank,2018,170000,Cedrus Bank,Blank Rome Government Relations,170000, David S Thompson ,1,0,1,1,0
Cedrus Bank,2018,170000,Cedrus Bank,Blank Rome Government Relations,170000, Jennifer Guy Ellison ,1,0,1,1,0
Cedrus Bank,2018,170000,Cedrus Bank,Blank Rome Government Relations,170000, Spencer Abraham ,1,1,1,1,0
Cedrus Bank,2019,100000,Cedrus Bank,Blank Rome Government Relations,100000, David S Thompson ,1,0,1,2,0
Cedrus Bank,2019,100000,Cedrus Bank,Blank Rome Government Relations,100000, Spencer Abraham ,1,1,1,2,0
Cedrus Bank,2019,100000,Cedrus Bank,Blank Rome Government Relations,100000, Jennifer Guy Ellison ,1,0,1,2,0
Celtic Bank,2016,40000,Celtic Bank,Capitol Hill Consulting Group,40000, Steve Southerland ,1,1,1,0,0
Celtic Bank,2016,40000,Celtic Bank,Capitol Hill Consulting Group,40000, Kristina Knight ,0,0,1,0,0
Central Park Credit Holdings,2008,0,Central Park Credit Holdings,McGuireWoods LLP,0, Terry L Haines ,1,0,1,0,0
Central Park Credit Holdings,2009,60000,Central Park Credit Holdings,McGuireWoods LLP,60000, Terry L Haines ,1,0,1,1,0
Central Park Credit Holdings,2010,20000,Central Park Credit Holdings,McGuireWoods LLP,0, Terry L Haines ,1,0,1,2,0
China Trust Financial Holding Co,2010,230000,China Trust Financial Holding Co,BGR Group,230000, Jonathan Mantz ,1,0,1,0,0
China Trust Financial Holding Co,2010,230000,China Trust Financial Holding Co,BGR Group,230000, Jennifer Larkin Lukawski ,1,0,1,0,0
China Trust Financial Holding Co,2010,230000,China Trust Financial Holding Co,BGR Group,230000, Walker Roberts ,1,0,1,0,0
China Trust Financial Holding Co,2010,230000,China Trust Financial Holding Co,BGR Group,230000, Charles C Jefferson ,1,0,1,0,0
China Trust Financial Holding Co,2010,230000,China Trust Financial Holding Co,BGR Group,230000, Edward M Jr Rogers ,1,0,1,0,0
China Trust Financial Holding Co,2011,100000,,,,,,,1,1,0
Citigroup Inc,2008,5520000,Citigroup Management Corp,Barnett Sivon & Natter,260000, Robert E Barnett ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Cypress Advocacy,200000, Ben Dupuy ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Jeff Petrich ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Tax Partners,200000, William McKenney ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Barnett Sivon & Natter,260000, James C Sivon ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Holly Bode ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ogilvy Government Relations,320000, Gordon Taylor ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ogilvy Government Relations,320000, Andrew M Rosenberg ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Tax Partners,200000, Richard Grafmeyer ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Elmendorf Strategies,140000, Robert Cogorno ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Bruce A Gates ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ogilvy Government Relations,320000, Thomas R Hebert ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Timmons & Co,240000, Ginger Loper ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Robert M Rozen ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Roberti Assoc Global,75000, Vincent Roberti ,0,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Barnett Sivon & Natter,260000, Sujey Kallumadanda ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Jeffrey R Levey ,0,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, John D Porter ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Robert Getzoff ,0,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, John L Doney ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Tara Bradshaw ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Avenue Solutions,100000, Amy Tejral ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Richard J Meltzer ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Timmons & Co,240000, Michelle M Bright ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Cypress Advocacy,200000, J Patrick Cave ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Life Insurance,Primerica Life Insurance,1140000, Suzanne Loomis ,0,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Elmendorf Strategies,140000, Shanti Ochs Stanton ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Nicholas Calio ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Maura Solomon Woosley ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Tax Partners,200000, Chris L Javens ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Timmons & Co,240000, Daniel Shapiro ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Will Heyniger ,0,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Tax Partners,200000, James Dennis ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Timmons & Co,240000, William E Sr Timmons ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Dave Koshgarian ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Anne Phelps ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ogilvy Government Relations,320000, G Stewart Hall ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Robert Schellhas ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Francis Grab ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Elmendorf Strategies,140000, Kristina Kennedy ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ogilvy Government Relations,320000, John Green ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Elmendorf Strategies,140000, Steven Elmendorf ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,BGR Group,110000, Daniel Murphy ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Hill Strategies,240000, Adam J Wojciak ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Laura Lane ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Paul Thornell ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Hill Strategies,240000, Charles M Brain ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Amy Swonger ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Tax Partners,200000, Jonathan Talisman ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Heather K Wingate ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Barnett Sivon & Natter,260000, Raymond Natter ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Timmons & Co,240000, William E Jr Timmons ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Timmons & Co,240000, Michael J Bates ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ogilvy Government Relations,320000, Julie Dammann ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Tax Partners,200000, Lawrence G Willcox ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, James 'Jimmy' Ryan ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Roberti Assoc Global,150000, Harmony Knutson ,0,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,BGR Group,110000, Brant Imperatore ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ogilvy Government Relations,320000, Jimmy Williams ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Timmons & Co,240000, Erin Graefe ,0,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Roberti Assoc Global,150000, Vincent Roberti ,0,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Timmons & Co,240000, Bryce L Harlow ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Michael P Andrews ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Donna Steele Flynn ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Cypress Advocacy,200000, Alex Sternhell ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, LaBrenda Garrett-Nelson ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Tax Partners,200000, Lindsay D Hooper ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Capitol Tax Partners,200000, Joseph Mikrut ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Elmendorf Strategies,140000, James Houton ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Avenue Solutions,100000, Tracy B Spicer ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Gary Gasper ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Nick D Giordano ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ogilvy Government Relations,320000, Drew Maloney ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Kurt Ritterpusch ,0,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Ernst & Young,320000, Tim Urban ,1,0,1,10,1
Citigroup Inc,2008,5520000,Citigroup Management Corp,Citigroup Management Corp,5520000, Christine Burgeson ,1,0,1,10,1
Citigroup Inc,2008,5520000,Primerica Financial Services,Timmons & Co,240000, Martin Paone ,1,0,1,10,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Elmendorf Strategies,300000, Shanti Ochs Stanton ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Robert M Rozen ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Anne Phelps ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Jeff Petrich ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Citigroup Management Corp,5500000, Heather K Wingate ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Cleary Gottlieb et al,270000, David Aman ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Tax Partners,200000, William McKenney ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Nick D Giordano ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, John D Porter ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Jeff Levey ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Elmendorf Strategies,300000, Kristina Kennedy ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Tax Partners,200000, Jonathan Talisman ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Tax Partners,200000, Richard Grafmeyer ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Elmendorf Strategies,300000, Stacey Alexander ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Barnett Sivon & Natter,210000, James C Sivon ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Citigroup Management Corp,5500000, Maura Solomon Woosley ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Holly Bode ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Cypress Advocacy,180000, Ben Dupuy ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Cypress Advocacy,180000, Brant Imperatore ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Citigroup Management Corp,5500000, James 'Jimmy' Ryan ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Tax Partners,200000, Lindsay D Hooper ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Richard J Meltzer ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Elmendorf Strategies,300000, Steven Elmendorf ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Rich Feuer Group,220000, Mitchell L Feuer ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Sternhell Group,60000, Alex Sternhell ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Will Heyniger ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, LaBrenda Garrett-Nelson ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Elmendorf Strategies,300000, James 'Jimmy' Ryan ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Rich Feuer Group,220000, Peter D Rich ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Citigroup Management Corp,5500000, Jeffrey R Levey ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Elmendorf Strategies,300000, Barry LaSala ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, John L Doney ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Hill Strategies,240000, Adam J Wojciak ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Hill Strategies,240000, Beau Schuyler ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,DC Navigators,320000, Vincent Roberti ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Tara Bradshaw ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Cleary Gottlieb et al,270000, Joseph Aaker ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Elmendorf Strategies,300000, Robert Cogorno ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Citigroup Management Corp,5500000, Nicholas Calio ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Barnett Sivon & Natter,210000, Sujey Kallumadanda ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Francis Grab ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Cypress Advocacy,180000, Alex Sternhell ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Citigroup Management Corp,5500000, Paul Thornell ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Citigroup Management Corp,5500000, Robert Getzoff ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Amy Swonger ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Tax Partners,200000, Chris L Javens ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Barnett Sivon & Natter,210000, Robert E Barnett ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Hill Strategies,240000, Charles M Brain ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Cleary Gottlieb et al,270000, Knox Mcilwain ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Cleary Gottlieb et al,270000, Seth Grosshandler ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Tax Partners,200000, Lawrence G Willcox ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Rich Feuer Group,220000, Michael D Thompson ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Gary Gasper ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Capitol Tax Partners,200000, Joseph Mikrut ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Barnett Sivon & Natter,210000, Raymond Natter ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Cypress Advocacy,180000, J Patrick Cave ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Kurt Ritterpusch ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Donna Steele Flynn ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Citigroup Management Corp,5500000, Robert Schellhas ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Tim Urban ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Cleary Gottlieb et al,270000, Edward J Rosen ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Dave Koshgarian ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,DC Navigators,320000, Harmony Knutson ,0,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Citigroup Management Corp,5500000, Christine Burgeson ,1,0,1,11,1
Citigroup Inc,2009,5500000,Citigroup Management Corp,Ernst & Young,240000, Heather Meade ,1,0,1,11,1
Citigroup Inc,2010,5380000,Citigroup Management Corp,Capitol Tax Partners,200000, Jonathan Talisman ,1,0,1,12,1
Citigroup Inc,2010,5380000,Citigroup Management Corp,Citigroup Management Corp,5380000, Nicholas Calio ,1,0,1,12,1
